@relation health

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'#Health #Solution SlimPlate System Launches Affiliate Program For Entrepreneurs Who Want A\u2026  #RobertPattinson #Go',?
'#Health #Solution 5 Ways To Stop Sugar Cravings And Start Losing Weight  #Packers #FatLoss',?
'#Diet #Nutrition Simple Exercises To Lose Arm Fat In Just 20 Minutes Per Day  #EltonJohn #Health',?
'#Health #Workout Three Reasons You Should Drink to Your Health  #FatLoss #News',?
'RT @DailyHealthTips: Parabens are the most commonly used preservatives in cosmetic products -',?
'#fitspo #fitblr The Main Reasons Why Diets Don t Work  #MariahCarey #Health',?
'#Health #Weightloss Rapid Weight Loss. Yes Or No?  #JulianneMoore #Fit',?
'#Workout #Health SlimPlate System Launches Affiliate Program For Entrepreneurs Who Want A Slice\u2026  #AvrilLavigne #Fit',?
'Learn stress release and detox strategies for more success! Listen:  #podcast #entrepreneur #success #health',?
'#Health #Solution 5 Ways To Stop Sugar Cravings And Start Losing Weight  #Cavaliers #FitBit',?
'#Workout #Health Rapid Weight Loss. Yes Or No?  #KellyClarkson #Fit',?
'#Health #Exercise 5 Simple Weight Loss Strategies - Why Be Fat When It s So Easy To Be Thin?  #Trend #Healthcare',?
'#Workout #Health SlimPlate System Launches Affiliate Program For Entrepreneurs Who Want A\u2026  #AshleyTisdale #Plan',?
'Arizona mom speaks out about public misperception of Ty #diabetestype2 #diabetesype1 #health #liver #kidneys #eyes',?
'Its not just us\u2013every grownup thinks there is too much #prevention \u00AB They Said What? #medicine #health #wellness',?
'#Workout #Health SlimPlate System Launches Affiliate Program For Entrepreneurs Who Want A Slice\u2026  #KateWinslet #DVD',?
'#Workout #Health Three Reasons You Should Drink to Your Health  #GeorgeClooney #Fit',?
'#Health #Weightloss The Basic Steps to Developing a Diet Exercise Regime  #Deals #UsedCars',?
'#Health #Diet Three Reasons You Should Drink to Your Health  #VictoriaBeckham',?
'#Fitblr #Diet Shed Off The Extra Pounds In As Little As A Month  #WeightLoss #Health',?
'#FatLoss #Diet 6 Fruits and Vegetables Help You Lose Weight Effectively  #Thunder #Health',?
'INFOGRAPHIC: What To Eat To Ward Off Cancer  #conscioushealthsolutions #health',?
'How Exercise REALLY Impacts Menopause  #femsupport #fit #yoga #diet #health',?
'Visit our website for more information on our company  #hearingprotection #hearing #ears #health #safety',?
'@vitahealthcare Checkout some really Great Promotional Gift ideas for the #Health Industry:',?
'RT @Fit365_: I lost 16 lbs after just 21 days.. this simple 2 step cleanse really does wonders!\uD83D\uDC4C #health \u2026',?
'\"@WHO: #ClimateChange affects the basic requirements for #health: clean water &amp; air sufficient food',?
'RT @EU_Health: Meeting of #EU Expert Group on Social Determinants &amp; #Health #Inequalities, 15-16 June 2015  \u2026',?
'The correct spelling is  pH  which means Potential Hydrogen. #health',?
'#Diet #Health #Healthcare #Weightloss - What happens to our ... -',?
'5 Foods That Make You Dumber  @YahooHealth #avoid #foodchemicals #hydrogenatedoils #transfats #food #foodie #health',?
'@OmronHealthEU Checkout some really Great Promotional Gift ideas for the #Health Industry:',?
'Learn to jumpstart your weight loss goals and increase your energy! #weightloss #health',?
'Here are some great foods to keep you feeling full for longer. #Health',?
'Great stuff going on @gentoogroup  - leading innovation around #Health  &amp; #ukhousing , impressive! @steve_hoey',?
'RT @V_Beckham1: #Health #Diet A Simple Way To Lose Weight And Keep It Off  #VictoriaBeckham',?
'Racehorses at risk from misuse of cobalt, new study finds   #science #health',?
'#Chipotle Tortillas Will Soon Be Preservative-Free and Full of #WholeGrains  #nutrition #health #fastfood',?
'RT @4loveofcarrots: Sweeten up your Friday with our new strawberry chocolate avocado pudding! #gf #vegan #health\u2026',?
'Check out my friends at .@_healthytrucker on .@CFFNATION  #fleet #trucking #health #fitness',?
'@myhealthcare_UK Checkout some really Great Promotional Gift ideas for the #Health Industry:',?
'Acupuncture is the stimulation of specific acupuncture points along the skin of the body using thin needles. #Health #Medicine',?
'Acupuncture is the stimulation of specific acupuncture points along the skin of the body using thin needles. #Health #Medicine',?
'Welcome to our new followers. Visit the My Faith and Fitness Blog to read about #Health #Faith &amp; #Fitness.',?
'Empower Your Brain With Water -  -  #health #empower #brain',?
'Laughter may cause a lift in spirit, better perspective on life and tighter abs. #health #inspiration #Etobicoke',?
'Acupuncture is the stimulation of specific acupuncture points along the skin of the body using thin needles. #Health #Medicine',?
'Scott Baio s wife diagnosed with brain tumor  #health #KHOU',?
'#diet Short-term high-fructose diet may yield higher post-meal liver fat, de novo lipogenesis...  #health #fitness',?
'#diet Beat Bloat, Lose Weight, And Feel All-Around Amazing By Making This Change: Five new bo...  #health #fitness',?
